date,volume,open,high,low,close
106/12/08,61495480.00 ,12.50 ,12.50 ,12.30 ,12.50 
106/12/11,78671183.00 ,12.55 ,12.80 ,12.50 ,12.70 
106/12/12,36190046.00 ,12.70 ,12.75 ,12.50 ,12.55 
106/12/13,35906458.00 ,12.50 ,12.65 ,12.45 ,12.60 
106/12/14,30111576.00 ,12.60 ,12.65 ,12.55 ,12.60 
106/12/15,47711713.00 ,12.60 ,12.60 ,12.40 ,12.60 
106/12/18,18894803.00 ,12.55 ,12.60 ,12.45 ,12.50 
106/12/19,34604124.00 ,12.50 ,12.50 ,12.35 ,12.35 
106/12/20,44613112.00 ,12.35 ,12.50 ,12.30 ,12.35 
106/12/21,24016497.00 ,12.35 ,12.40 ,12.30 ,12.30 
106/12/22,18937523.00 ,12.40 ,12.45 ,12.35 ,12.45 
106/12/25,17142906.00 ,12.50 ,12.50 ,12.40 ,12.45 
106/12/26,25150833.00 ,12.45 ,12.50 ,12.30 ,12.35 
106/12/27,25684024.00 ,12.35 ,12.40 ,12.30 ,12.35 
106/12/28,32204848.00 ,12.40 ,12.50 ,12.35 ,12.50 
106/12/29,23247063.00 ,12.55 ,12.55 ,12.40 ,12.40 
107/01/02,36296346.00 ,12.40 ,12.45 ,12.35 ,12.35 
107/01/03,40395182.00 ,12.40 ,12.55 ,12.40 ,12.45 
107/01/04,75023561.00 ,12.55 ,12.70 ,12.50 ,12.50 
107/01/05,38785738.00 ,12.55 ,12.55 ,12.40 ,12.50 
107/01/08,36358963.00 ,12.60 ,12.65 ,12.50 ,12.60 
107/01/09,55544056.00 ,12.55 ,12.55 ,12.35 ,12.35 
107/01/10,26035814.00 ,12.40 ,12.40 ,12.35 ,12.40 
107/01/11,25479277.00 ,12.40 ,12.45 ,12.35 ,12.40 
107/01/12,120797090.00 ,12.45 ,12.70 ,12.40 ,12.60 
107/01/15,74758720.00 ,12.80 ,12.85 ,12.70 ,12.75 
107/01/16,182010238.00 ,12.75 ,13.10 ,12.70 ,13.05 
107/01/17,142881621.00 ,13.15 ,13.25 ,13.05 ,13.15 
107/01/18,102375418.00 ,13.25 ,13.25 ,13.05 ,13.05 
107/01/19,91246755.00 ,13.15 ,13.20 ,13.05 ,13.20 
107/01/22,222028936.00 ,13.30 ,13.60 ,13.25 ,13.55 
107/01/23,144342428.00 ,13.60 ,13.65 ,13.15 ,13.20 
107/01/24,386404197.00 ,13.70 ,14.05 ,13.50 ,13.80 
107/01/25,283706127.00 ,14.20 ,14.35 ,14.00 ,14.05 
107/01/26,159507688.00 ,14.15 ,14.30 ,13.90 ,14.30 
107/01/29,115317941.00 ,14.40 ,14.45 ,14.20 ,14.25 
107/01/30,148078343.00 ,14.20 ,14.20 ,13.75 ,13.80 
107/01/31,142967478.00 ,13.65 ,13.90 ,13.50 ,13.90 
107/02/01,148606832.00 ,13.70 ,13.75 ,13.50 ,13.50 
107/02/02,76842518.00 ,13.35 ,13.60 ,13.35 ,13.50 
107/02/05,98149397.00 ,13.15 ,13.35 ,13.15 ,13.35 
107/02/06,218960974.00 ,13.10 ,13.15 ,12.50 ,12.80 
107/02/07,186721496.00 ,13.15 ,13.35 ,13.10 ,13.30 
107/02/08,286131531.00 ,13.25 ,13.90 ,13.20 ,13.80 
107/02/09,204615523.00 ,13.30 ,13.55 ,13.30 ,13.35 
107/02/12,110611932.00 ,13.40 ,13.45 ,13.10 ,13.10 
107/02/21,127968642.00 ,13.50 ,13.65 ,13.40 ,13.40 
107/02/22,69557150.00 ,13.30 ,13.40 ,13.25 ,13.30 
107/02/23,50831600.00 ,13.35 ,13.40 ,13.25 ,13.30 
107/02/26,47569508.00 ,13.30 ,13.35 ,13.20 ,13.25 
107/02/27,51379647.00 ,13.30 ,13.35 ,13.10 ,13.10 
